coordinate_x,coordinate_y,cost,parent_coordinate_x,parent_coordinate_y
80,40,0,,
79.8417990516,59.9993743017,19.999999999989328,80,40
79.8321934588,62.474636772,22.475281108124054,79.8417990516,59.9993743017
79.8421894071,62.254322226,22.254947958076674,79.8417990516,59.9993743017
89.2838260277,22.2853006154,19.99999999998369,80,40
90.6076371787,19.3841257928,23.18893262937555,89.2838260277,22.2853006154
97.883701247,6.9207797093,37.60756531894572,89.2838260277,22.2853006154
106.3968266328,-8.867341291,55.54462384464793,97.883701247,6.9207797093
96.779791336,9.3754776856,34.92826259085564,89.2838260277,22.2853006154
96.209205734,9.1780946046,34.82429537905596,89.2838260277,22.2853006154
100.9308411655,0.5673632279,44.644607797186154,96.209205734,9.1780946046
92.1166594047,16.0827354178,26.818853273982477,89.2838260277,22.2853006154
96.27981907,7.9714397233,35.93205988834401,89.2838260277,22.2853006154
100.1115481039,0.5201025399,44.31087682213315,96.27981907,7.9714397233
92.6424213013,16.5631707714,26.634977932384352,89.2838260277,22.2853006154
92.447496984,16.8543002536,26.285266808131762,89.2838260277,22.2853006154
93.9897457249,13.0888573235,30.33054932795398,89.2838260277,22.2853006154
60.4908541773,38.2081036208,19.591264976135736,80,40
52.0940501556,37.326138013,28.03426095577349,60.4908541773,38.2081036208
88.1594034687,29.8283112446,13.039904796499265,80,40
95.3447128822,20.9647633646,24.450038555083523,88.1594034687,29.8283112446
104.7379890055,8.2820291458,40.23247764393409,95.3447128822,20.9647633646
109.5512072747,1.2396658328,48.762539257970005,104.7379890055,8.2820291458
98.6096663916,16.8696170216,29.687299521288843,88.1594034687,29.8283112446
105.6496356163,7.9946925754,41.015381910223056,98.6096663916,16.8696170216
109.7207060965,3.1318616301,47.35594764502913,98.6096663916,16.8696170216
89.6822994215,25.8173180774,17.172518411847,80,40
98.0805623082,13.0582801663,32.44746089720549,89.6822994215,25.8173180774
102.4419328974,7.2349923433,39.72291514321919,98.0805623082,13.0582801663
107.2192980315,0.6261411551,47.877126188912904,98.0805623082,13.0582801663
104.6809035486,3.7865447653,43.828567250978026,98.0805623082,13.0582801663
104.2855914738,3.7318636864,43.64944426188234,98.0805623082,13.0582801663
106.1977575231,0.8790394808,47.083811597845795,98.0805623082,13.0582801663
88.1302211883,52.3312020515,14.770207872795835,80,40
92.4015593186,59.0847324367,22.761109078991186,88.1302211883,52.3312020515
101.5450822703,72.6295288742,39.10324855035715,92.4015593186,59.0847324367
83.7938052212,25.4906200205,14.997168580966203,80,40
87.1006795207,12.662393334,28.244765251793872,83.7938052212,25.4906200205
86.3491430737,15.8933379404,24.928813704782694,83.7938052212,25.4906200205
87.1794966754,12.4827009606,28.43848045488508,83.7938052212,25.4906200205
88.1853953032,50.6508772867,13.432865786792876,80,40
99.8530518149,65.8137836537,32.565245094380955,88.1853953032,50.6508772867
108.4164849719,76.7806231873,46.479408985543756,99.8530518149,65.8137836537
107.2963905896,75.5032317964,44.78362049477789,99.8530518149,65.8137836537
109.9404164621,78.4394173324,48.72573862998512,99.8530518149,65.8137836537
94.2307194215,59.712257116,24.325732631941797,88.1853953032,50.6508772867
104.4007988807,74.7180141229,42.45314997574921,94.2307194215,59.712257116
93.3621750512,58.105649512,22.508805269315182,88.1853953032,50.6508772867
102.8129594596,71.2470748635,38.69566371075166,93.3621750512,58.105649512
109.8574378965,81.3254545682,50.99194013575358,102.8129594596,71.2470748635
103.3437879484,72.5717205599,40.08435099604698,93.3621750512,58.105649512
61.1323434062,40.2327078673,18.869091612821958,80,40
