start,goal,range,[our]_reached_goal_global_pick,[our]_path_cost_global_pick,[our]_reached_goal_neighbor_pick,[our]_path_cost_neighbor_pick,[RRTX]_reached_goal,[RRTX]_path_cost
"(0, 0)","(20, 20)",25,True,28.28433803519609,True,28.28433803519609,0,0
"(0, 0)","(20, 20)",30,True,28.284271247461906,True,28.284271247461906,0,0
"(0, 0)","(20, 60)",10,True,63.37049279723119,True,63.37049279723119,0,0
"(0, 0)","(20, 60)",15,True,63.27430387608963,True,63.27430387608963,0,0
"(0, 0)","(20, 60)",20,True,63.24671952492573,True,63.24671952492573,0,0
"(0, 0)","(20, 60)",25,True,63.24557567577502,True,63.24557567577502,0,0
"(0, 0)","(20, 60)",30,True,63.25208764430001,True,63.25208764430001,0,0
"(0, 0)","(40, 40)",10,True,56.72721835421675,True,56.72721835421675,0,0
"(0, 0)","(40, 40)",15,True,56.6464544769152,True,56.6464544769152,0,0
"(0, 0)","(40, 40)",20,True,56.572132772466894,True,56.572132772466894,0,0
"(0, 0)","(40, 40)",25,True,56.56918197958661,True,56.56918197958661,0,0
"(0, 0)","(40, 40)",30,True,56.56926185858795,True,56.56926185858795,0,0
"(0, 0)","(60, 80)",10,True,405.2398815012139,False,647.8987582044495,0,0
"(0, 0)","(60, 80)",15,True,271.1363740729781,False,749.3944432155291,0,0
"(0, 0)","(60, 80)",20,True,234.26898238358345,True,234.26898238358345,0,0
"(0, 0)","(60, 80)",25,True,312.2869134714186,True,671.4587835960045,0,0
"(0, 0)","(60, 80)",30,True,224.8626175955891,True,224.8626175955891,0,0
"(0, 0)","(80, 100)",10,True,549.5203391605388,False,471.1931555665184,0,0
"(0, 0)","(80, 100)",15,True,263.7252151986569,True,263.7252151986569,0,0
"(0, 0)","(80, 100)",20,True,262.1445240510336,True,262.1445240510336,0,0
"(0, 0)","(80, 100)",25,True,288.04724028888484,True,288.04724028888484,0,0
"(0, 0)","(80, 100)",30,True,258.5687534251712,True,258.5687534251712,0,0
"(0, 0)","(80, 140)",10,False,546.1456490025023,False,589.2293318625733,0,0
"(0, 0)","(80, 140)",15,True,701.3234777465423,True,701.3234777465423,0,0
"(0, 0)","(80, 140)",20,True,476.4746219983472,True,415.4547014120376,0,0
"(0, 0)","(80, 140)",25,True,607.7238109148911,True,607.7238109148911,0,0
"(0, 0)","(80, 140)",30,True,484.5870294326122,True,461.37551100233225,0,0
"(0, 0)","(80, 20)",10,True,92.72701870595286,True,92.72701870595286,0,0
"(0, 0)","(80, 20)",15,True,90.53272925884448,True,90.53272925884448,0,0
"(0, 0)","(80, 20)",20,True,87.13572389873927,True,87.13572389873927,0,0
"(0, 0)","(80, 20)",25,True,84.84876921597898,True,84.84876921597898,0,0
"(0, 0)","(80, 20)",30,True,100.49146625800653,True,100.49146625800653,0,0
"(0, 0)","(80, 60)",10,True,100.203087540632,True,100.203087540632,0,0
"(0, 0)","(80, 60)",15,True,100.09922821960132,True,100.09922821960132,0,0
"(0, 0)","(80, 60)",20,True,100.011832222415,True,100.011832222415,0,0
"(0, 0)","(80, 60)",25,True,100.00059765990896,True,100.00059765990896,0,0
"(0, 0)","(80, 60)",30,True,100.00625286356728,True,100.00625286356728,0,0
