start,goal,range,ASP_improve_path_cost,Astar_path_cost,RRTStar_path_cost,ASP_improve_path_turn,Astar_path_turn,RRTStar_path_turn,ASP_improve_time,Astar_time,RRTStar_time
"(0, 0)","(80, 40)",20,2.621607365340584,2.8284271247461903,2.621607365340584,0,0,0,0.0004222393035888,0.0001542568206787,0.0001296997070312
"(0, 0)","(80, 40)",20,75.4912802020765,75.0,91.01507845622662,10,0,26,0.0761961936950683,0.0034723281860351,0.0041444301605224
"(0, 0)","(80, 40)",20,77.3721725920421,77.0,84.79198718347226,9,0,21,0.0759835243225097,0.0035486221313476,0.0029118061065673
"(0, 0)","(80, 40)",20,56.43096142694516,60.14213562373095,61.926301826019184,1,19,17,0.0608711242675781,0.033860445022583,0.0044581890106201
"(0, 0)","(80, 40)",20,55.10451369122725,56.0,63.82739688717573,0,0,17,0.0007393360137939,0.0043046474456787,0.0042674541473388
"(0, 0)","(80, 60)",20,22.13985029728864,18.48528137423857,82.45013357598351,2,7,24,0.0022668838500976,0.0032927989959716,0.0019965171813964
"(0, 0)","(80, 60)",20,13.846947026127264,15.071067811865476,19.89462739433752,0,5,5,0.0002915859222412,0.0016672611236572,0.0004570484161376
"(0, 0)","(80, 60)",20,36.70398455234584,29.414213562373096,61.39906086864059,1,1,17,0.0010919570922851,0.0023915767669677,0.0020160675048828
"(0, 0)","(80, 70)",20,46.44738120318941,45.21320343559641,60.689728808657065,5,8,17,0.0149593353271484,0.0115478038787841,0.0005648136138916
"(0, 0)","(80, 70)",20,41.54466149638297,29.21320343559644,32.951857801887485,3,12,10,0.0024178028106689,0.0055203437805175,0.0003161430358886
"(0, 0)","(80, 70)",20,21.556753180921213,16.899494936611667,25.89375712472288,4,12,7,0.0006270408630371,0.0019452571868896,0.0005974769592285
"(0, 0)","(80, 70)",20,35.12131658713214,37.62741699796952,46.784821000200274,2,12,13,0.0080866813659667,0.0081501007080078,0.0010011196136474
"(0, 0)","(90, 20)",20,16.55931826368569,17.414213562373096,18.21908762618765,1,1,5,0.0006022453308105,0.0009560585021972,0.0003774166107177
"(0, 0)","(90, 60)",20,74.57534210609384,71.65685424949238,83.0121394600575,12,6,22,0.1166474819183349,0.0648779869079589,0.0042214393615722
"(0, 0)","(90, 60)",20,100.5059116202132,85.31370849898474,102.1673485155544,31,7,28,0.0045924186706542,0.0107719898223876,0.0030872821807861
"(0, 0)","(90, 60)",20,28.1488992154646,21.79898987322333,35.368337551392244,2,2,8,0.0003154277801513,0.0017201900482177,0.0006556510925292
"(0, 0)","(90, 60)",20,3.61413760152894,3.82842712474619,3.61413760152894,0,2,0,0.0001585483551025,0.0001437664031982,7.224082946777344e-05
