asp_time,asp_path_cost,Astar_time,Astar_path_cost
0.005251169204711914,26.339506242555174,0.7710142135620117,27.45584412271572
0.011958122253417969,31.62660778929247,0.7624845504760742,11.0
0.016016244888305664,39.29116077266785,9.185780048370361,41.4558441227157
0.028417348861694336,53.577415861546534,9.23784589767456,54.94112549695424
0.03488302230834961,54.96529178327128,9.946529865264893,53.0416305603426
0.05480647087097168,53.37023916437125,10.024482011795044,40.698484809834994
0.10771059989929199,128.0891488907022,9.527382135391235,120.36753236814701
0.09268999099731445,107.38394382479447,10.293792247772217,102.91168824543139
0.030873775482177734,31.83124960348939,10.11774754524231,28.45584412271572
0.07178449630737305,118.67925678784353,10.507080793380737,119.39696961966992
0.11566352844238281,146.8256086844058,11.505029201507568,146.12489168102775
0.004982471466064453,23.091045055137492,11.82776665687561,25.72792206135786
0.021928787231445312,39.959763767092944,11.41264009475708,43.55634918610404
0.0717611312866211,75.21260757544619,11.804666519165039,63.56854249492375
0.13554644584655762,158.49275356034866,11.407368183135986,15.142135623730955
0.16009211540222168,201.6013426424195,11.28502631187439,106.12489168102775
0.07973361015319824,109.82811684280456,11.668169975280762,92.15432893255063
0.08770751953125,129.82811684276317,11.749491453170776,109.88225099390849
0.08163070678710938,137.91742653449055,12.534878730773926,124.81118318204298
0.08869075775146484,157.32385586140853,12.36166787147522,146.36753236814707
0.006001710891723633,18.216390649257598,13.369203090667725,19.48528137423857
