start,goal,range,[our]_reached_goal_global_pick_improved,[our]_path_cost_global_pick_improved,[our]_reached_goal_neighbor_pick_improved,[our]_path_cost_neighbor_pick_improved,[RRTX]_reached_goal,[RRTX]_path_cost
"(0, 0)","(80, 60)",10,True,100.203087540632,True,100.203087540632,True,103.04079588703996
"(0, 0)","(80, 60)",15,True,100.09922821960133,True,100.09922821960133,True,103.52302227254593
"(0, 0)","(80, 60)",20,True,100.01183222241501,True,100.01183222241501,True,105.37649747740048
"(0, 0)","(80, 60)",25,True,100.00059765990895,True,100.00059765990895,True,101.74074013611835
"(0, 0)","(80, 60)",30,True,100.00625286356727,True,100.00625286356727,True,101.89621450535495
