coordinate_x,coordinate_y,cost,parent_coordinate_x,parent_coordinate_y
140,100,0,,
155.7518751547,87.6761033309,19.999999999997726,140,100
121.7657168677,91.7834971764,19.99999999997768,140,100
110.5563129066,87.4365371966,32.02276167228521,121.7657168677,91.7834971764
109.5509812547,86.2718243005,33.40068296714103,121.7657168677,91.7834971764
119.8527874251,90.9017563563,22.106363199000235,121.7657168677,91.7834971764
104.0434719295,84.5277506637,39.15003454579804,121.7657168677,91.7834971764
90.0134754304,78.890985634,54.270018731133916,104.0434719295,84.5277506637
74.8165306524,72.7672045395,70.65439621332521,90.0134754304,78.890985634
57.0810611395,65.9098309507,89.66940216597685,74.8165306524,72.7672045395
47.0583765988,62.3451355836,100.30713023463,57.0810611395,65.9098309507
51.7327256472,64.3503349307,95.24046313984815,57.0810611395,65.9098309507
39.8302938385,58.1523729712,108.58413522719025,57.0810611395,65.9098309507
49.2300652865,62.5615672048,98.20456508158259,57.0810611395,65.9098309507
30.7507373374,55.5469475502,117.97045616569739,49.2300652865,62.5615672048
13.8348335136,48.8432900804,136.1662475925207,30.7507373374,55.5469475502
26.9416283483,53.8449703429,122.14251054034439,30.7507373374,55.5469475502
17.3342522285,50.5172970607,132.29873089519162,30.7507373374,55.5469475502
1.7324464047,44.3856273167,149.06219470232423,17.3342522285,50.5172970607
41.3874438642,58.8762589478,106.86709847401687,57.0810611395,65.9098309507
25.1400972446,51.85221698,124.56776054476562,41.3874438642,58.8762589478
38.8792530405,58.084243462,109.48216667818261,57.0810611395,65.9098309507
22.0249026284,51.5023616357,127.57609649426274,38.8792530405,58.084243462
26.0951765789,53.3833871116,123.1031307190694,38.8792530405,58.084243462
24.7913742295,52.0616220785,124.8034034990928,38.8792530405,58.084243462
9.8149624062,46.4057436912,140.8122095580407,24.7913742295,52.0616220785
26.3264043171,52.6493079503,123.16107508086236,38.8792530405,58.084243462
10.2981502057,45.6051895714,140.6689171407956,26.3264043171,52.6493079503
10.396506376,45.8897827177,140.46578050407075,26.3264043171,52.6493079503
-0.8460695899,41.5443776001,152.5189153653878,10.396506376,45.8897827177
-2.8203287716,41.0422310053,154.5435462686808,10.396506376,45.8897827177
-9.0334750604,39.0990462073,161.053473608153,-2.8203287716,41.0422310053
53.941534331,64.8590010952,92.98012292836384,57.0810611395,65.9098309507
40.7342918194,60.3732186516,106.92836650565788,53.941534331,64.8590010952
46.6826054937,60.9091539307,101.20780112233236,57.0810611395,65.9098309507
51.8820844351,63.930545984,95.2323984586503,57.0810611395,65.9098309507
34.3903478266,57.8269063115,113.75846838275604,51.8820844351,63.930545984
20.6825110634,52.790996965,128.36206970820666,34.3903478266,57.8269063115
7.8257469188,47.7751773209,142.16260705180352,20.6825110634,52.790996965
-9.4256961009,41.2548040683,160.60515442506997,7.8257469188,47.7751773209
35.6774663476,58.1611204292,112.43344257213687,51.8820844351,63.930545984
20.6684774291,52.135586126,128.60677902429467,35.6774663476,58.1611204292
12.290812342,49.2176317139,137.47806586796668,20.6684774291,52.135586126
-2.0034911051,43.3101371221,152.9449855157156,12.290812342,49.2176317139
-4.3352110018,42.2185420438,155.51724291235212,12.290812342,49.2176317139
3.860049006,45.4136587141,146.70947424311026,20.6684774291,52.135586126
5.6712673076,46.643223875,144.57807685899274,20.6684774291,52.135586126
-5.2724681963,42.1532724659,156.4070671132537,5.6712673076,46.643223875
7.7425408342,47.0593347753,142.49375726402914,20.6684774291,52.135586126
112.9003573887,88.1484695312,29.581650414872975,121.7657168677,91.7834971764
101.2055215852,83.2074313798,42.27743879072486,112.9003573887,88.1484695312
100.952351098,82.9931137727,42.594434410594495,112.9003573887,88.1484695312
83.1325115476,75.3071454362,62.00115466085008,100.952351098,82.9931137727
67.5931334638,68.525273894,78.95597854215849,83.1325115476,75.3071454362
58.055142031,63.942421157,89.53784131679295,67.5931334638,68.525273894
47.9255219928,59.2008014753,100.72230193517719,58.055142031,63.942421157
35.9791301209,53.5419247604,113.94119615638327,47.9255219928,59.2008014753
18.000051207,45.50124551,133.63636818914443,35.9791301209,53.5419247604
6.3769281426,40.7685292576,146.18609300269785,18.000051207,45.50124551
2.0865336114,38.4911706539,151.02547948770123,18.000051207,45.50124551
-7.185777889,34.5983175531,161.08182404349577,2.0865336114,38.4911706539
46.965261706,59.2431676172,101.58227693886113,58.055142031,63.942421157
38.7268462379,55.4946366393,110.63340802383085,46.965261706,59.2431676172
50.2552245612,61.154044728,97.79577961681278,67.5931334638,68.525273894
33.5596581784,54.3262874494,115.83352355273661,50.2552245612,61.154044728
16.931553996,47.4426744329,133.8301337019196,33.5596581784,54.3262874494
13.8633611128,45.8538245216,137.28531120953875,16.931553996,47.4426744329
-3.4912849277,38.2489704025,156.23306952982125,13.8633611128,45.8538245216
17.1927903745,47.7432586349,133.47468649861054,33.5596581784,54.3262874494
3.8403665237,42.3005757818,147.89377174459065,17.1927903745,47.7432586349
-5.9455897047,38.1998179395,158.50419841769602,3.8403665237,42.3005757818
-6.5143377291,38.386585061,158.96351535162432,3.8403665237,42.3005757818
37.0135668498,55.9954683492,112.00677568330272,50.2552245612,61.154044728
26.4889109324,51.7138763142,123.36901193035543,37.0135668498,55.9954683492
14.5542595623,46.8649696387,136.25108471673335,26.4889109324,51.7138763142
18.3567805062,48.5984489241,132.0774809744362,26.4889109324,51.7138763142
6.5452340066,44.0143333706,144.74739597494246,18.3567805062,48.5984489241
-9.4231078981,37.8282869224,161.87208907714682,6.5452340066,44.0143333706
14.1923489601,46.6804880809,136.65586383160493,26.4889109324,51.7138763142
42.1764857807,57.563300644,106.63656370875484,50.2552245612,61.154044728
26.2138431481,50.0643254178,124.27290656262508,42.1764857807,57.563300644
12.2933864999,43.495973757,139.66518894160805,26.2138431481,50.0643254178
13.2091620086,44.7412472721,138.32484210493726,26.2138431481,50.0643254178
39.9440843059,56.6289304376,109.05616472149062,50.2552245612,61.154044728
41.9032108469,57.5773611928,106.88141653421302,50.2552245612,61.154044728
26.8229124394,52.5511538776,122.77727008268965,41.9032108469,57.5773611928
26.3378665857,51.0799525583,123.74843348841529,41.9032108469,57.5773611928
14.0992681701,45.9776952459,137.0080081746662,26.3378665857,51.0799525583
18.3974132041,47.369312264,132.5131155305116,26.3378665857,51.0799525583
5.5049249925,41.5075541055,146.67561746325592,18.3974132041,47.369312264
1.6484387979,40.1974631927,150.73298278472203,18.3974132041,47.369312264
77.4584407389,72.700146081,68.24547409375506,83.1325115476,75.3071454362
60.7262480134,65.8583825647,86.322420777757,77.4584407389,72.700146081
48.5933490094,60.8385399159,99.45276953397729,60.7262480134,65.8583825647
87.4926730195,76.9633300842,57.34303520209177,100.952351098,82.9931137727
78.7711762698,73.8313482752,66.60984779364313,87.4926730195,76.9633300842
110.0964817163,86.4246117088,32.840899597495124,121.7657168677,91.7834971764
96.9559088875,80.3156262836,47.33208164708317,110.0964817163,86.4246117088
97.1703505572,80.3004382214,47.14440852523832,110.0964817163,86.4246117088
92.9710430578,78.5018134916,51.71022340192738,110.0964817163,86.4246117088
82.827667249,73.8069102436,62.8874408242839,92.9710430578,78.5018134916
66.7712344548,66.3329102703,80.59816383819697,82.827667249,73.8069102436
73.788241514,69.8377498188,72.75990009725022,82.827667249,73.8069102436
69.5045229043,67.6020471227,77.58460046752165,82.827667249,73.8069102436
51.9164048361,60.0673352534,96.71870039760233,69.5045229043,67.6020471227
52.1581757406,60.5241031739,96.31940899245613,69.5045229043,67.6020471227
92.1526361601,78.1953584534,52.58177603412453,110.0964817163,86.4246117088
75.6186312295,70.5531190795,70.79652669651607,92.1526361601,78.1953584534
60.5626464815,63.711149066,87.33421790168862,75.6186312295,70.5531190795
46.343887437,57.51388629,102.84483280504902,60.5626464815,63.711149066
33.134997327,52.1937240209,117.08487860931564,46.343887437,57.51388629
42.3149579873,55.7578254807,107.23983247246873,46.343887437,57.51388629
26.7362624344,48.8132868336,124.29627911738899,42.3149579873,55.7578254807
28.8119893424,49.0853178279,122.29755027895857,46.343887437,57.51388629
33.3220311157,52.0305167875,116.97409616707635,46.343887437,57.51388629
28.3378965939,49.1040966928,122.71793692370584,46.343887437,57.51388629
11.491319019,41.3128922541,141.2789186486239,28.3378965939,49.1040966928
21.8445825192,46.2196131225,129.8231021673879,28.3378965939,49.1040966928
6.2731605292,39.272895858,146.87379316639314,21.8445825192,46.2196131225
-9.7657575981,32.7463754427,164.18975006820946,6.2731605292,39.272895858
29.1160662709,49.392698943,121.89086929709103,46.343887437,57.51388629
12.4448307905,41.3238300051,140.4121202910157,29.1160662709,49.392698943
-2.1377714357,34.6552187927,156.4471651362826,12.4448307905,41.3238300051
14.0766473669,42.0872761332,138.61071748419903,29.1160662709,49.392698943
3.4196095203,36.9096956973,150.45891544144465,14.0766473669,42.0872761332
23.6071256816,46.8041350921,127.97766559946746,29.1160662709,49.392698943
9.9596600506,39.9282326588,143.2593982375418,23.6071256816,46.8041350921
7.7561975869,39.7509710798,145.32698962225732,23.6071256816,46.8041350921
-9.7979685683,31.1216329444,164.88751686615944,7.7561975869,39.7509710798
22.3201394313,46.1825835725,129.40681649628795,29.1160662709,49.392698943
97.5470019245,80.6467264014,46.65659363255053,110.0964817163,86.4246117088
106.1071741342,84.684216815,37.19272352438199,121.7657168677,91.7834971764
96.525942478,80.362865184,47.70338858271751,106.1071741342,84.684216815
79.2478349719,72.6773959505,66.61368832469475,96.525942478,80.362865184
63.5305617464,66.2128352281,83.60848820520573,79.2478349719,72.6773959505
67.3692514634,67.3218976726,79.64373467814254,79.2478349719,72.6773959505
83.5303459004,74.7502157588,61.85921296626815,96.525942478,80.362865184
72.5438240964,70.1875333208,73.75550366462454,83.5303459004,74.7502157588
111.2784205575,87.2039878539,31.44356978972418,121.7657168677,91.7834971764
144.8401860684,119.4054785775,19.999999999963624,140,100
153.792557577,89.593933832,17.27775615083319,140,100
129.3928597432,116.914103637,19.96492740459137,140,100
120.4500629418,133.8788371717,39.142408952868394,129.3928597432,116.914103637
116.6730354604,140.7620463491,46.993810431273005,120.4500629418,133.8788371717
107.789081046,157.341198879,65.80319491473834,116.6730354604,140.7620463491
108.6089265356,155.8197189426,64.07489226715448,116.6730354604,140.7620463491
100.6151553562,171.2788828502,81.47851621134062,108.6089265356,155.8197189426
106.9346672773,158.5222802885,67.25404024929628,108.6089265356,155.8197189426
107.2892923549,158.1274857401,66.73243044161096,116.6730354604,140.7620463491
98.9951733847,172.4810273893,83.31002276882032,107.2892923549,158.1274857401
89.5604913958,189.6947940192,102.93977024096912,98.9951733847,172.4810273893
79.3115542188,206.6085888058,122.71645265590692,89.5604913958,189.6947940192
96.1930972979,177.1611470624,88.76485095591788,98.9951733847,172.4810273893
94.3209294503,180.9260410937,92.96231849707993,98.9951733847,172.4810273893
87.1671447128,193.8691610377,107.75086102010289,94.3209294503,180.9260410937
81.5860944422,203.3899402838,118.78686390049091,87.1671447128,193.8691610377
84.1477020871,199.0333350319,113.73297827173427,87.1671447128,193.8691610377
96.0849176178,177.8070926658,89.37933574133325,98.9951733847,172.4810273893
94.8341191932,180.203406342,92.08210967409568,98.9951733847,172.4810273893
98.5120279208,175.9774475432,86.62367241686843,107.2892923549,158.1274857401
98.3216327211,174.653926811,85.53514763295368,107.2892923549,158.1274857401
92.9316685894,184.6689193035,96.90844038245433,98.3216327211,174.653926811
87.7306129862,194.2375787028,107.79927240243289,92.9316685894,184.6689193035
85.7684800329,197.9142500677,111.96675102288214,87.7306129862,194.2375787028
95.8581261127,179.3870577335,90.8710068083027,98.3216327211,174.653926811
90.4559070436,189.4749207286,102.31404810763377,98.3216327211,174.653926811
92.2442632275,185.3527043139,97.83954765970425,98.3216327211,174.653926811
83.120604656,201.5026119081,116.38841989039537,92.2442632275,185.3527043139
87.9464741089,192.7792604484,106.42003292143835,92.2442632275,185.3527043139
112.1106841052,150.558925249,57.79101688072234,120.4500629418,133.8788371717
127.6814705328,119.7791867019,23.302224813910826,129.3928597432,116.914103637
117.4720386159,136.5841434443,42.96536472542424,127.6814705328,119.7791867019
111.3837808969,147.957379968,55.86565119809556,117.4720386159,136.5841434443
103.9759046999,160.0052018319,70.00872870669835,111.3837808969,147.957379968
101.9528320621,165.5106507349,75.79201841695213,111.3837808969,147.957379968
107.6206483354,152.8362501839,61.97012370663949,117.4720386159,136.5841434443
104.0565812718,159.0387280467,69.12367566859253,107.6206483354,152.8362501839
96.0553572757,172.0388549894,84.388762827272,104.0565812718,159.0387280467
89.766353032,182.841316494,96.88855278293293,96.0553572757,172.0388549894
91.5920228421,178.6457337038,92.36198053488236,96.0553572757,172.0388549894
87.1894130187,186.7239716908,101.56202956908365,91.5920228421,178.6457337038
82.0142555351,194.8175163413,111.15719748658537,91.5920228421,178.6457337038
96.810344,173.1464780123,84.98357994608143,104.0565812718,159.0387280467
95.1658129279,175.2774303163,87.63694693937575,104.0565812718,159.0387280467
87.2819677799,188.7394375052,103.23760884429625,95.1658129279,175.2774303163
79.9180505636,202.0692782042,118.46626373661148,87.2819677799,188.7394375052
90.1588703395,182.7872276088,96.66282802977207,95.1658129279,175.2774303163
86.867343971,188.5305857212,103.27378534152926,95.1658129279,175.2774303163
79.1603313625,200.7183463209,117.69389462624613,86.867343971,188.5305857212
76.866805899,205.2268295811,122.73593632128404,86.867343971,188.5305857212
87.8157034358,188.5974809625,102.85035743022857,95.1658129279,175.2774303163
80.0533464239,202.906428206,119.12918286689505,87.8157034358,188.5974809625
81.5000084812,200.0256673892,115.90759480124127,87.8157034358,188.5974809625
125.3001564488,123.5762455747,27.783773576121657,129.3928597432,116.914103637
