ASP_path_turn,Astar_path_turn,RRTStar_path_turn
1,5,8
4,6,17
12,21,17
1,12,7
2,13,16
6,42,36
4,41,29
6,5,5
7,7,11
13,15,17
10,0,1
11,9,17
13,20,40
21,3,30
17,11,0
7,34,54
3,9,28
11,34,60
11,36,54
2,0,1
10,0,5
4,9,12
0,3,1
9,7,0
5,6,7
16,27,79
13,1,0
30,28,75
28,40,80
