ASP_time,Astar_time,RRTStar_time
0.0010848045349121094,0.00099945068359375,0.0
0.015040397644042969,0.0040395259857177734,0.0
0.010793209075927734,0.0040798187255859375,0.0
0.0,0.004958152770996094,0.0
0.0010001659393310547,0.001999378204345703,0.0009510517120361328
0.0010006427764892578,0.00262451171875,0.001031637191772461
0.0009593963623046875,0.0,0.0
0.0010008811950683594,0.0019998550415039062,0.0
0.0009999275207519531,0.004000425338745117,0.0
0.002002239227294922,0.004944562911987305,0.0009024143218994141
0.002000093460083008,0.03800034523010254,0.010078191757202148
0.1903214454650879,0.010000467300415039,0.005903482437133789
0.26926326751708984,0.0243070125579834,0.013000726699829102
0.2878854274749756,0.05399942398071289,0.008911848068237305
0.3445289134979248,0.29174137115478516,-10
0.014923572540283203,1.8607361316680908,0.0
0.0029985904693603516,0.0039806365966796875,0.0
0.00399470329284668,0.0029993057250976562,-10
0.2512075901031494,0.0171201229095459,0.0010762214660644531
0.6732685565948486,1.071570634841919,-10
0.9299964904785156,0.2934134006500244,0.026879072189331055
0.14020872116088867,0.0030007362365722656,0.00307464599609375
0.15122199058532715,0.0079803466796875,0.003999471664428711
0.0010251998901367188,0.0010075569152832031,0.0
0.21389317512512207,0.009006500244140625,0.012269735336303711
0.07451534271240234,0.0,0.0
0.875648021697998,1.0968396663665771,-10
