ASP_path_turn,Astar_path_turn,RRTStar_path_turn
7,7,16
6,6,0
0,2,10
1,1,7
2,1,11
2,3,4
0,2,2
2,1,19
10,3,20
10,3,26
0,2,13
2,3,0
0,4,7
0,0,6
