ASP_path_cost,Astar_path_cost,RRTStar_path_cost
21.24132650775343,22.656854249492383,109.58872858846256
36.67065797725183,37.8700576850888,-10
29.84178716296609,30.62741699796953,35.8351158364141
18.746448039188397,20.48528137423857,22.935975618609344
21.05344300728304,21.0,24.914448990278753
58.43534313336901,62.55634918610405,69.93100233102969
93.02581769639299,87.41421356237309,98.6987512994378
43.88333224123834,16.72792206135786,18.801007172284294
134.99845017422734,116.07106781186546,133.86748014271885
33.0170809526156,33.89949493661167,41.57734804723338
