ASP_time,Astar_time,RRTStar_time
0.0049839019775390625,0.0039997100830078125,-10
0.0,0.0,0.0
0.10121846199035645,0.0039331912994384766,-10
0.0,0.0020465850830078125,-10
0.0009093284606933594,0.0,0.0
0.0,0.0010006427764892578,0.0020058155059814453
0.13176512718200684,0.023000240325927734,0.002962827682495117
0.007999658584594727,0.005003690719604492,0.001996278762817383
0.011999845504760742,0.007017612457275391,0.0
0.01870894432067871,0.0020003318786621094,0.0
0.007999658584594727,0.004998683929443359,0.0010764598846435547
0.0,0.003002643585205078,0.0
0.0010004043579101562,0.0051076412200927734,0.0039327144622802734
0.0,0.0,0.0
0.0,0.0,0.0
0.1135103702545166,0.029000043869018555,0.012998342514038086
0.3960721492767334,0.3899803161621094,0.020996809005737305
0.002000093460083008,0.0010008811950683594,0.0
0.002000093460083008,0.02100372314453125,0.0009286403656005859
0.0,0.004999876022338867,0.0029442310333251953
0.003999233245849609,0.0,0.0
0.001003265380859375,0.0030002593994140625,0.0
0.5906083583831787,0.5865764617919922,0.043999433517456055
0.001004934310913086,0.0020132064819335938,0.002038240432739258
0.013003826141357422,0.010000467300415039,0.0
