ASP_path_turn,Astar_path_turn,RRTStar_path_turn
6,7,0
1,10,11
7,13,12
10,0,1
6,0,0
5,0,3
4,26,27
2,10,13
4,4,10
7,27,37
1,18,23
0,1,0
0,1,4
14,25,20
8,2,7
6,31,31
3,3,5
0,4,6
33,46,71
16,19,50
0,2,8
27,1,24
45,18,56
0,1,0
10,11,32
4,16,17
