start,goal,range,ASP_improve_path_cost,Astar_path_cost,RRTStar_path_cost
"(0, 0)","(50, 20)",20,19.985223571693652,17.142135623730955,20.35942844788304
"(0, 0)","(50, 20)",20,32.72896304490422,15.142135623730955,18.895758638617664
"(0, 0)","(50, 20)",20,36.98773890360468,6.414213562373095,25.08194228306901
"(0, 0)","(50, 20)",20,20.19440563448351,2.0,1.5636740803962028
"(0, 0)","(50, 20)",20,13.74639780000005,1.4142135623730951,0.6872837163634059
"(0, 0)","(50, 20)",20,41.91033872880724,1.4142135623730951,1.9600681420637676
"(0, 0)","(50, 20)",20,90.90474707525193,92.01219330881972,113.55603704864714
"(0, 0)","(50, 20)",20,25.995354576233524,27.48528137423857,28.71698287689065
"(0, 0)","(50, 20)",20,33.46332935966289,34.89949493661167,36.459607508390974
"(0, 0)","(50, 20)",20,94.05302046546825,94.07106781186548,-10
"(0, 0)","(50, 20)",20,29.273864896120706,3.0,3.3552214814648003
