start,goal,range,ASP_improve_path_cost,Astar_path_cost,RRTStar_path_cost
"(0, 0)","(60, 50)",20,34.990638901240075,26.313708498984763,49.502242870472855
"(0, 0)","(60, 50)",20,4.668117996827949,4.82842712474619,4.668117996827948
"(0, 0)","(60, 50)",20,38.20573844489251,32.31370849898477,38.92911702360997
"(0, 0)","(60, 50)",20,24.67283301732496,25.899494936611667,29.507855956265153
"(0, 0)","(60, 50)",20,13.888670959931085,12.727922061357859,18.311500536658457
"(0, 0)","(60, 50)",20,22.930993982194522,21.142135623730955,36.221664385411074
"(0, 0)","(60, 50)",20,2.364032774863097,2.414213562373095,2.364032774863097
"(0, 0)","(60, 50)",20,51.149068162817,48.0,58.900397391611286
"(0, 0)","(60, 50)",20,68.12293473994539,71.72792206135786,79.63126537419396
"(0, 0)","(60, 50)",20,76.13075608334185,78.72792206135786,86.71926942581588
"(0, 0)","(60, 50)",20,72.70190800882406,71.0,80.88134342315522
