ASP_path_cost,Astar_path_cost,RRTStar_path_cost
23.883001691145125,25.384776310850242,-10
22.023467792437252,23.970562748477146,28.059620378801895
40.8680104286542,1.0,1.558148180986406
72.79234219660208,41.89949493661167,51.51221022070244
32.459055804908104,19.0,21.910159838300633
77.97869489387992,74.28427124746189,82.96440568322464
71.1983263150708,60.0,68.18720288047133
59.60451313273101,61.89949493661167,-10
59.40369650845132,58.0,78.77934303112734
60.46608786541721,59.41421356237309,76.67393151247659
37.485663129180764,9.82842712474619,20.298994218951435
152.16554539727196,156.4264068711928,190.39497516946395
27.906856185459688,30.313708498984763,38.13918612363961
253.10897510695017,208.5685424949241,-10
244.27226240505513,209.42640687119288,275.5133600185264
252.81674583893104,213.56854249492397,271.2852241667628
223.23428053160902,190.6690475583122,231.42108202491735
25.538128745883164,27.48528137423857,36.25408654226241
38.28036421290251,23.414213562373096,23.964577395749334
46.40727119402992,45.0,55.290785042728515
65.54428853605825,66.65685424949238,84.017795314944
23.514009649014245,24.798989873223338,27.00630549871993
340.09077964455696,293.6812408671324,367.7234653860397
15.969501380232193,16.899494936611667,17.127120813584725
