ASP_time,Astar_time,RRTStar_time
0.0340723991394043,0.008025646209716797,0.0
0.15906763076782227,0.01685953140258789,-10
0.0,0.0007460117340087891,0.0
0.0010013580322265625,0.0020873546600341797,0.0
0.028512239456176758,0.0025014877319335938,0.001997232437133789
0.0010221004486083984,0.0020074844360351562,0.0
0.0,0.0,0.0
0.06223487854003906,0.007006168365478516,0.003996133804321289
0.10810112953186035,0.02530050277709961,0.008239269256591797
0.13175129890441895,0.03856015205383301,0.007073402404785156
0.07669878005981445,0.004595041275024414,0.003102540969848633
0.013533830642700195,0.0030868053436279297,-10
0.012206077575683594,0.002506256103515625,0.0
0.00200653076171875,0.0,0.0
