ASP_path_turn,Astar_path_turn,RRTStar_path_turn
3,13,11
2,8,0
6,8,17
11,24,12
3,6,18
1,7,6
1,7,16
1,12,12
0,1,1
3,25,28
2,37,28
1,0,1
14,9,15
13,3,20
15,15,0
15,21,27
18,3,32
0,1,0
1,14,8
3,14,12
2,12,0
1,1,1
5,13,18
3,0,0
6,7,9
3,36,19
0,1,2
0,0,9
1,1,0
4,25,25
1,8,7
33,28,75
3,4,10
1,7,10
0,0,0
2,1,9
8,17,21
40,13,81
31,22,85
7,9,25
37,8,4
36,2,5
0,6,7
36,0,0
42,4,1
41,0,0
0,0,0
