ASP_path_cost,Astar_path_cost,RRTStar_path_cost
46.999045944756425,49.45584412271569,59.29600484998285
59.72583969242201,61.669047558312094,-10
21.049144901627727,20.798989873223338,36.79985644392339
22.20227148309516,21.414213562373096,30.564724343472584
39.971795352910576,39.41421356237309,45.84443603153376
32.627516410819354,13.656854249492381,18.45705195311354
6.45658025079393,6.656854249492381,10.78191795595232
69.78118706840345,68.41421356237309,79.28824576243517
72.4034276159189,72.82842712474618,81.45613574573579
108.79821100591394,92.82842712474618,105.42666287181221
37.184661076747325,37.76955262170047,51.41410478453058
35.234097409986525,35.14213562373095,-10
23.24262958805403,24.213203435596434,25.50207844434468
13.17926645106726,12.727922061357859,24.807397433232044
