ASP_path_turn,Astar_path_turn,RRTStar_path_turn
2,5,9
2,18,9
1,4,4
3,14,5
13,1,11
3,11,22
0,0,0
22,0,23
1,0,22
9,19,18
11,0,15
4,5,30
12,3,0
9,18,51
57,37,64
1,3,0
