ASP_path_turn,Astar_path_turn,RRTStar_path_turn
3,7,16
1,18,9
0,4,1
2,4,2
3,5,8
0,5,4
0,0,0
12,28,26
19,34,29
19,1,12
3,2,5
20,9,24
17,30,42
9,19,30
16,0,0
18,30,40
23,23,60
19,13,47
1,14,16
2,4,13
2,0,5
23,23,0
0,8,7
1,10,12
3,4,1
4,8,10
6,24,26
3,0,0
9,11,20
0,9,4
28,58,60
0,7,2
12,11,27
32,49,81
9,0,21
30,52,94
31,53,95
31,34,102
0,8,7
3,10,102
42,0,0
3,0,0
0,0,1
6,0,0
35,2,8
1,4,7
0,10,4
0,2,2
