ASP_path_turn,Astar_path_turn,RRTStar_path_turn
1,7,7
4,2,3
7,1,1
3,0,0
4,0,0
4,0,0
4,15,0
1,7,9
0,11,10
22,9,28
2,0,0
5,0,0
9,22,39
10,27,39
7,29,37
15,31,41
0,9,7
4,5,4
15,30,39
11,31,38
11,1,0
10,5,5
14,18,41
25,46,53
31,13,44
32,13,45
32,14,46
39,16,50
26,46,60
11,15,15
0,18,0
36,48,68
29,41,72
28,36,73
17,1,0
0,1,0
3,2,1
31,54,79
31,34,81
