start,goal,range,ASP_improve_path_cost,Astar_path_cost,RRTStar_path_cost
"(0, 0)","(70, 70)",20,52.323538991071686,49.01219330881973,97.8754240252714
"(0, 0)","(70, 70)",20,29.451700844286037,30.384776310850242,-10
"(0, 0)","(70, 70)",20,23.25007232533905,22.071067811865476,33.923215730481395
"(0, 0)","(70, 70)",20,30.59013170684147,32.55634918610405,33.89562057446755
"(0, 0)","(70, 70)",20,20.96888712563844,20.798989873223338,23.971365448313946
"(0, 0)","(70, 70)",20,16.376517035071952,16.414213562373096,17.22882159767767
"(0, 0)","(70, 70)",20,52.5853919906627,43.242640687119284,47.68720343245143
"(0, 0)","(70, 70)",20,55.98877737008631,56.65685424949238,60.56613735479033
"(0, 0)","(70, 70)",20,7.411539097898493,7.65685424949238,7.456857470757351
"(0, 0)","(70, 70)",20,115.3424418587554,119.01219330881972,145.82050480368366
"(0, 0)","(70, 70)",20,22.16569171656745,23.72792206135786,28.894397912905212
