ASP_path_cost,Astar_path_cost,RRTStar_path_cost
69.49576913920289,72.15432893255065,94.49193723833511
140.07499822689599,140.6518036156089,180.29566496042625
62.89066639597719,61.15432893255067,67.09821028620739
38.16597512027593,36.65685424949238,-10
60.24726969856466,60.38477631085024,75.35185746969823
195.13948540016682,184.7817459305205,211.83759413217976
55.2067315726847,53.94112549695426,-10
90.97159754091356,83.29646455628159,-10
71.3429794357781,71.46803743153541,383.91896484017576
40.949047802934444,43.79898987322333,308.56308948217696
75.18075655265034,80.01219330881973,-10
138.9430994824414,131.72287142747436,-10
138.41637015358972,115.68124086713175,418.7832014870648
92.68373913847549,69.698484809835,-10
39.284177199362475,41.48528137423857,-10
53.05909359477319,42.242640687119284,92.01567930077582
107.75420680958862,95.8406204335659,-10
28.075299491901006,3.414213562373095,-10
22.889138897322542,22.798989873223338,38.39402406876739
176.56616486209927,147.7645019878171,-10
167.45358561013956,162.9533188057742,-10
145.16754257769415,139.53910524340085,150.1602111351435
2.1586468323900707,2.414213562373095,-10
38.96864288266448,20.071067811865476,-10
74.11455911890353,10.414213562373096,-10
71.40830523157632,18.656854249492383,-10
51.58385722734684,30.55634918610405,-10
33.89559093345403,15.242640687119287,-10
32.65401513514397,15.485281374238571,-10
34.113192148383334,19.72792206135786,-10
40.42511652878676,0.0,-10
66.80929457445836,2.414213562373095,-10
91.173431430026,62.49747468305828,-10
111.3922844466939,13.414213562373096,13.591943976818055
266.006825769955,68.55634918610406,-10
47.359043065768425,12.0,-10
171.3095148395918,176.6223663640864,-10
141.95794367757208,124.89949493661166,-10
108.03772929765474,6.656854249492381,-10
259.51314220843153,85.81118318204301,-10
168.4981090741326,166.46803743153532,176.30246913386634
204.22334377573685,194.52186130069816,-10
89.37900003122832,2.0,2.0272922633604056
64.44193835128495,24.213203435596434,44.12050557558126
213.4243191346505,189.70562748477164,285.57387437407056
152.579572638012,160.08326112068514,177.48519495764157
148.89888629919216,8.0,8.640877604088285
295.6293543456659,31.142135623730955,42.882338867358385
289.7004131209151,117.74011537017752,-10
297.78973031023156,146.92388155425107,-10
81.61725278890509,9.0,114.26188290355049
124.86671710147573,59.31370849898477,115.25941444253435
183.64533270255959,132.05382386916227,191.12472063885664
115.51716589819485,34.698484809835,-10
103.77972456764371,36.941125496954285,-10
365.41666452567586,153.88225099390843,185.1127476886197
342.8599821754834,85.24264068711929,125.80801029413695
340.18430460379534,89.82842712474618,112.46316515742484
353.44217871667803,101.07106781186548,133.88276778030888
344.238134210338,195.33809511662434,-10
421.8829554228028,154.4558441227157,-10
362.9650108131989,161.18376618407348,210.56914053048285
228.26425466684825,111.95331880577395,149.94927550824934
235.83622855900526,77.76955262170044,86.49875131091022
295.39608044646815,110.76955262170044,124.65218033434843
37.14739852795087,25.82842712474619,28.161797747607892
52.0245672608026,45.071067811865476,51.24194971141207
24.487336752581385,26.071067811865476,27.44178168804011
55.81650694108603,47.242640687119284,52.695313776703365
96.47794111390303,96.31370849898477,105.2043755714041
33.66994700822029,28.142135623730955,31.875372696059202
103.80278498826921,85.24264068711929,96.72126893039204
122.01849890583112,105.82842712474618,114.67005467303181
109.9526326607992,105.48528137423857,120.00027365959578
102.57520008066433,94.41421356237309,105.23964599217646
31.29964140925169,11.65685424949238,11.878788449337968
176.3367485164396,152.79898987322332,173.14445663697134
63.42922244219299,35.45584412271572,44.2962919848824
91.59597714272373,89.43860018001251,101.26017672704236
26.03546361876743,27.55634918610405,132.32744384816567
