ASP_time,Astar_time,RRTStar_time
0.1887648105621338,0.0312504768371582,0.009713172912597656
0.5176215171813965,0.06250309944152832,0.0035219192504882812
0.19428801536560059,0.015725135803222656,0.0015568733215332031
0.05097198486328125,0.0,-10
0.015723705291748047,0.0156252384185791,0.0010123252868652344
0.3931295871734619,0.06250572204589844,0.002018451690673828
0.2062234878540039,0.01912856101989746,-10
0.27582621574401855,0.0,-10
0.19054317474365234,0.015625953674316406,0.0312502384185791
0.09431743621826172,0.032655954360961914,0.04372000694274902
0.26971864700317383,0.21964144706726074,-10
0.891040563583374,0.30524158477783203,-10
0.6942245960235596,0.19286251068115234,0.080291748046875
0.3515622615814209,0.12147688865661621,-10
0.06093430519104004,0.010091304779052734,-10
0.12233567237854004,0.0172882080078125,0.0024805068969726562
0.5219693183898926,0.2728898525238037,-10
0.0,0.0,-10
0.006686687469482422,0.008363723754882812,0.0013213157653808594
0.918891429901123,0.15748381614685059,-10
0.6531069278717041,0.2200465202331543,-10
0.541456937789917,0.15704107284545898,0.02001166343688965
0.0010576248168945312,0.0010976791381835938,-10
0.008546829223632812,0.0,-10
0.015620708465576172,0.0,-10
0.0029442310333251953,0.0,-10
0.13013982772827148,0.011324167251586914,-10
0.0,0.0020034313201904297,-10
0.0,0.0,-10
0.0,0.0,-10
0.0,0.0,-10
0.10977506637573242,0.0,-10
0.11005854606628418,0.03190946578979492,-10
0.01562786102294922,0.0,0.0
0.7409532070159912,0.06289339065551758,-10
0.0,0.0,-10
0.7639615535736084,0.7704408168792725,-10
0.34639453887939453,0.14101839065551758,-10
0.0,0.0,-10
0.847736120223999,0.06260204315185547,-10
0.6761186122894287,0.7557206153869629,0.04686617851257324
0.8474221229553223,0.5818321704864502,-10
0.12598419189453125,0.0,0.0
0.0944981575012207,0.0,0.015653610229492188
0.8937420845031738,0.3139324188232422,0.07269477844238281
0.29831814765930176,0.4716064929962158,0.015660524368286133
0.03125309944152832,0.0,0.0
0.8468770980834961,0.005099773406982422,0.0
0.8499677181243896,0.43811726570129395,-10
0.9906270503997803,0.42470240592956543,-10
0.03194761276245117,0.0,0.017948389053344727
0.18838953971862793,0.03124690055847168,0.017734289169311523
0.4316401481628418,0.4404151439666748,0.09649133682250977
0.376523494720459,0.015628337860107422,-10
0.23578834533691406,0.0,-10
0.8657722473144531,0.6608755588531494,0.048784732818603516
0.723407506942749,0.04686164855957031,0.017922401428222656
0.7389509677886963,0.0313563346862793,0.048974037170410156
0.6291756629943848,0.0625,0.03347444534301758
0.6609699726104736,2.202937126159668,-10
1.0378365516662598,0.25114965438842773,-10
0.7847721576690674,0.6436600685119629,0.09619641304016113
0.5341129302978516,0.27490782737731934,0.03367209434509277
0.6126885414123535,0.0650022029876709,0.017855405807495117
0.566478967666626,0.18828701972961426,0.03345346450805664
0.0,0.0,0.0
0.10978341102600098,0.015612125396728516,0.0
0.0,0.0,0.0
0.07123661041259766,0.015625476837158203,0.0
0.15700125694274902,0.07822155952453613,0.03343534469604492
0.0,0.0,0.0
0.1569066047668457,0.03124403953552246,0.01769399642944336
0.14115142822265625,0.047258853912353516,0.052633047103881836
0.14137601852416992,0.06707882881164551,0.01852703094482422
0.14101624488830566,0.015603780746459961,0.033957481384277344
0.0,0.0,0.0
0.2960934638977051,0.39220309257507324,0.06501626968383789
0.10027050971984863,0.015627622604370117,0.0
0.23515987396240234,0.04686379432678223,0.03392648696899414
0.015624761581420898,0.0,0.016159534454345703
